Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
27.02.2025 05:00;27.02.2025 06:00;53.734,25;57.206,50;3.472,25;38.864,25
27.02.2025 06:00;27.02.2025 07:00;61.301,75;62.315,75;1.014,00;47.393,25
27.02.2025 07:00;27.02.2025 08:00;66.009,25;66.022,25;13,00;51.755,00
27.02.2025 08:00;27.02.2025 09:00;68.045,00;68.071,75;26,75;51.232,00
27.02.2025 09:00;27.02.2025 10:00;68.431,75;68.580,25;148,50;49.229,25
27.02.2025 10:00;27.02.2025 11:00;69.193,00;69.864,25;671,25;47.335,25
27.02.2025 11:00;27.02.2025 12:00;69.919,50;71.731,75;1.812,25;46.245,00
27.02.2025 12:00;27.02.2025 13:00;67.883,00;69.911,25;2.028,25;43.882,75
27.02.2025 13:00;27.02.2025 14:00;66.594,50;68.882,25;2.287,75;43.573,00
27.02.2025 14:00;27.02.2025 15:00;64.931,50;66.729,75;1.798,25;44.346,00
27.02.2025 15:00;27.02.2025 16:00;64.057,00;64.575,75;518,75;48.073,25
27.02.2025 16:00;27.02.2025 17:00;64.257,75;64.299,00;41,25;53.788,00
27.02.2025 17:00;27.02.2025 18:00;65.389,25;65.396,25;7,00;59.388,75
27.02.2025 18:00;27.02.2025 19:00;67.492,00;67.496,00;4,00;61.758,25
27.02.2025 19:00;27.02.2025 20:00;66.616,75;66.617,50;0,75;60.220,00
27.02.2025 20:00;27.02.2025 21:00;63.413,25;63.421,00;7,75;56.801,00
27.02.2025 21:00;27.02.2025 22:00;59.975,25;59.996,25;21,00;53.519,00
27.02.2025 22:00;27.02.2025 23:00;56.679,75;56.705,00;25,25;49.887,75
27.02.2025 23:00;28.02.2025 00:00;53.176,50;53.668,50;492,00;46.159,25
28.02.2025 00:00;28.02.2025 01:00;50.792,25;51.944,00;1.151,75;43.655,75
28.02.2025 01:00;28.02.2025 02:00;49.472,75;52.218,75;2.746,00;42.379,00
28.02.2025 02:00;28.02.2025 03:00;49.261,00;52.922,75;3.661,75;42.292,50
28.02.2025 03:00;28.02.2025 04:00;49.286,00;53.042,00;3.756,00;42.339,00
28.02.2025 04:00;28.02.2025 05:00;50.087,25;53.753,75;3.666,50;42.959,25
28.02.2025 05:00;28.02.2025 06:00;53.214,75;54.922,75;1.708,00;46.216,50
28.02.2025 06:00;28.02.2025 07:00;59.502,75;60.033,75;531,00;52.614,75
28.02.2025 07:00;28.02.2025 08:00;63.994,25;64.002,25;8,00;56.476,50
28.02.2025 08:00;28.02.2025 09:00;67.141,00;67.147,00;6,00;57.127,25
28.02.2025 09:00;28.02.2025 10:00;68.002,25;68.082,25;80,00;54.609,25
28.02.2025 10:00;28.02.2025 11:00;68.586,00;68.895,00;309,00;52.920,25
28.02.2025 11:00;28.02.2025 12:00;68.832,50;68.946,25;113,75;51.708,50
28.02.2025 12:00;28.02.2025 13:00;68.905,25;70.085,50;1.180,25;49.978,75
28.02.2025 13:00;28.02.2025 14:00;67.171,00;69.334,25;2.163,25;47.515,75
28.02.2025 14:00;28.02.2025 15:00;64.797,00;66.337,25;1.540,25;45.986,75
28.02.2025 15:00;28.02.2025 16:00;64.150,50;64.546,25;395,75;48.369,75
28.02.2025 16:00;28.02.2025 17:00;64.331,00;64.663,75;332,75;52.938,25
28.02.2025 17:00;28.02.2025 18:00;64.857,50;64.876,25;18,75;56.607,75
28.02.2025 18:00;28.02.2025 19:00;66.441,75;66.448,00;6,25;59.072,75
28.02.2025 19:00;28.02.2025 20:00;65.296,75;65.301,75;5,00;57.865,75
28.02.2025 20:00;28.02.2025 21:00;62.529,00;62.538,25;9,25;54.938,50
28.02.2025 21:00;28.02.2025 22:00;59.361,75;59.802,25;440,50;52.100,25
28.02.2025 22:00;28.02.2025 23:00;55.975,00;56.098,25;123,25;49.141,50
28.02.2025 23:00;01.03.2025 00:00;52.006,75;52.116,00;109,25;46.151,25
01.03.2025 00:00;01.03.2025 01:00;48.725,25;48.764,25;39,00;43.639,75
01.03.2025 01:00;01.03.2025 02:00;46.385,50;46.501,50;116,00;41.466,50
01.03.2025 02:00;01.03.2025 03:00;45.654,50;45.712,25;57,75;40.769,75
01.03.2025 03:00;01.03.2025 04:00;45.330,50;45.391,00;60,50;40.464,75
01.03.2025 04:00;01.03.2025 05:00;45.467,50;45.499,25;31,75;40.861,00
01.03.2025 05:00;01.03.2025 06:00;45.802,00;45.839,00;37,00;41.361,25
01.03.2025 06:00;01.03.2025 07:00;46.848,25;47.048,50;200,25;42.335,50
01.03.2025 07:00;01.03.2025 08:00;48.963,75;48.976,00;12,25;43.947,50
01.03.2025 08:00;01.03.2025 09:00;52.072,25;52.097,50;25,25;44.506,75
01.03.2025 09:00;01.03.2025 10:00;54.717,75;54.826,00;108,25;43.291,25
01.03.2025 10:00;01.03.2025 11:00;56.590,75;57.120,75;530,00;40.891,50
01.03.2025 11:00;01.03.2025 12:00;57.796,00;59.606,75;1.810,75;37.968,75
01.03.2025 12:00;01.03.2025 13:00;57.259,25;60.267,75;3.008,50;34.696,75
01.03.2025 13:00;01.03.2025 14:00;55.488,00;59.387,25;3.899,25;32.512,00
01.03.2025 14:00;01.03.2025 15:00;53.921,75;58.164,50;4.242,75;32.450,00
01.03.2025 15:00;01.03.2025 16:00;53.144,25;55.891,50;2.747,25;35.606,50
01.03.2025 16:00;01.03.2025 17:00;53.157,50;53.688,75;531,25;41.387,00
01.03.2025 17:00;01.03.2025 18:00;55.334,00;55.347,25;13,25;48.426,75
01.03.2025 18:00;01.03.2025 19:00;57.796,25;57.798,50;2,25;51.141,75
01.03.2025 19:00;01.03.2025 20:00;56.896,75;56.899,00;2,25;49.248,00
01.03.2025 20:00;01.03.2025 21:00;54.025,75;54.029,75;4,00;45.127,00
01.03.2025 21:00;01.03.2025 22:00;52.089,50;52.239,00;149,50;42.565,00
01.03.2025 22:00;01.03.2025 23:00;50.593,25;50.753,75;160,50;41.060,25
01.03.2025 23:00;02.03.2025 00:00;48.387,75;48.594,25;206,50;38.815,00
02.03.2025 00:00;02.03.2025 01:00;45.274,50;45.389,75;115,25;35.227,25
02.03.2025 01:00;02.03.2025 02:00;43.464,50;43.641,00;176,50;33.170,25
02.03.2025 02:00;02.03.2025 03:00;42.455,75;42.465,75;10,00;31.965,25
02.03.2025 03:00;02.03.2025 04:00;42.069,25;42.118,00;48,75;31.258,00
02.03.2025 04:00;02.03.2025 05:00;42.401,50;42.599,00;197,50;31.363,00
02.03.2025 05:00;02.03.2025 06:00;42.202,00;42.517,50;315,50;30.994,25
02.03.2025 06:00;02.03.2025 07:00;42.593,25;42.995,25;402,00;30.777,25
02.03.2025 07:00;02.03.2025 08:00;44.204,25;44.615,00;410,75;30.927,25
02.03.2025 08:00;02.03.2025 09:00;47.034,25;48.580,25;1.546,00;26.861,25
02.03.2025 09:00;02.03.2025 10:00;50.408,25;52.886,00;2.477,75;21.587,75
02.03.2025 10:00;02.03.2025 11:00;52.271,50;56.187,00;3.915,50;16.042,50
02.03.2025 11:00;02.03.2025 12:00;53.168,50;58.584,25;5.415,75;11.007,75
02.03.2025 12:00;02.03.2025 13:00;52.114,00;57.974,00;5.860,00;7.587,25
02.03.2025 13:00;02.03.2025 14:00;49.832,25;55.469,25;5.637,00;6.806,50
02.03.2025 14:00;02.03.2025 15:00;47.729,75;53.235,00;5.505,25;9.069,75
02.03.2025 15:00;02.03.2025 16:00;46.845,50;51.894,00;5.048,50;14.404,00
02.03.2025 16:00;02.03.2025 17:00;48.093,75;51.256,50;3.162,75;25.734,75
02.03.2025 17:00;02.03.2025 18:00;51.499,25;51.873,75;374,50;38.985,25
02.03.2025 18:00;02.03.2025 19:00;54.094,00;54.098,25;4,25;43.394,50
02.03.2025 19:00;02.03.2025 20:00;54.427,25;54.430,25;3,00;42.032,00
02.03.2025 20:00;02.03.2025 21:00;52.362,50;52.370,25;7,75;38.802,00
02.03.2025 21:00;02.03.2025 22:00;51.194,75;51.257,25;62,50;36.446,00
02.03.2025 22:00;02.03.2025 23:00;50.669,50;50.809,25;139,75;35.451,75
02.03.2025 23:00;03.03.2025 00:00;48.707,50;48.791,75;84,25;33.281,00
03.03.2025 00:00;03.03.2025 01:00;46.709,75;46.995,75;286,00;30.772,25
03.03.2025 01:00;03.03.2025 02:00;45.868,00;46.832,00;964,00;29.844,00
03.03.2025 02:00;03.03.2025 03:00;45.436,50;47.450,50;2.014,00;29.222,50
03.03.2025 03:00;03.03.2025 04:00;46.144,50;48.502,00;2.357,50;29.768,00
03.03.2025 04:00;03.03.2025 05:00;47.775,50;48.402,25;626,75;31.908,25
03.03.2025 05:00;03.03.2025 06:00;51.157,75;51.233,00;75,25;34.929,25
03.03.2025 06:00;03.03.2025 07:00;58.120,75;58.160,00;39,25;40.230,25
03.03.2025 07:00;03.03.2025 08:00;62.906,00;63.029,75;123,75;41.644,00
03.03.2025 08:00;03.03.2025 09:00;65.470,25;65.926,50;456,25;34.480,00
03.03.2025 09:00;03.03.2025 10:00;66.461,50;67.930,25;1.468,75;26.662,50
03.03.2025 10:00;03.03.2025 11:00;66.519,25;70.847,50;4.328,25;18.968,00
03.03.2025 11:00;03.03.2025 12:00;65.954,25;71.176,00;5.221,75;14.004,50
03.03.2025 12:00;03.03.2025 13:00;64.275,00;69.672,25;5.397,25;11.599,50
03.03.2025 13:00;03.03.2025 14:00;62.669,75;67.882,75;5.213,00;11.993,25
03.03.2025 14:00;03.03.2025 15:00;60.707,50;65.899,50;5.192,00;14.688,00
03.03.2025 15:00;03.03.2025 16:00;58.875,50;63.102,75;4.227,25;21.816,00
03.03.2025 16:00;03.03.2025 17:00;59.064,25;60.802,00;1.737,75;33.914,00
03.03.2025 17:00;03.03.2025 18:00;61.541,50;61.627,00;85,50;47.082,50
03.03.2025 18:00;03.03.2025 19:00;64.268,25;64.268,25;0,00;52.277,50
03.03.2025 19:00;03.03.2025 20:00;63.703,25;63.703,25;0,00;51.467,75
03.03.2025 20:00;03.03.2025 21:00;60.908,00;60.911,25;3,25;47.815,00
03.03.2025 21:00;03.03.2025 22:00;58.221,75;58.280,25;58,50;45.051,75
03.03.2025 22:00;03.03.2025 23:00;55.402,00;55.422,25;20,25;42.530,00
03.03.2025 23:00;04.03.2025 00:00;52.445,50;52.533,50;88,00;39.665,50
04.03.2025 00:00;04.03.2025 01:00;49.977,00;50.361,25;384,25;37.331,50
04.03.2025 01:00;04.03.2025 02:00;48.494,25;49.060,25;566,00;36.117,75
04.03.2025 02:00;04.03.2025 03:00;48.363,00;49.757,25;1.394,25;36.577,50
04.03.2025 03:00;04.03.2025 04:00;48.563,50;49.540,75;977,25;37.304,25
04.03.2025 04:00;04.03.2025 05:00;50.347,25;51.123,75;776,50;39.358,50
04.03.2025 05:00;04.03.2025 06:00;54.234,75;54.934,25;699,50;42.431,25
04.03.2025 06:00;04.03.2025 07:00;61.006,75;61.347,50;340,75;47.938,25
04.03.2025 07:00;04.03.2025 08:00;65.157,25;65.159,75;2,50;49.241,25
04.03.2025 08:00;04.03.2025 09:00;67.548,25;67.717,25;169,00;43.592,25
04.03.2025 09:00;04.03.2025 10:00;68.119,50;69.687,25;1.567,75;34.539,00
04.03.2025 10:00;04.03.2025 11:00;68.741,50;72.738,50;3.997,00;26.194,25
04.03.2025 11:00;04.03.2025 12:00;68.072,50;73.125,75;5.053,25;19.372,25
04.03.2025 12:00;04.03.2025 13:00;65.672,50;70.590,00;4.917,50;14.276,00
04.03.2025 13:00;04.03.2025 14:00;63.284,75;68.077,75;4.793,00;13.211,75
04.03.2025 14:00;04.03.2025 15:00;60.626,75;65.814,50;5.187,75;14.846,25
04.03.2025 15:00;04.03.2025 16:00;58.751,50;62.655,50;3.904,00;21.052,25
04.03.2025 16:00;04.03.2025 17:00;58.980,00;60.134,25;1.154,25;33.050,50
04.03.2025 17:00;04.03.2025 18:00;62.733,50;62.740,50;7,00;47.965,00
04.03.2025 18:00;04.03.2025 19:00;65.655,50;65.657,50;2,00;51.704,50
04.03.2025 19:00;04.03.2025 20:00;65.250,75;65.252,75;2,00;49.048,75
04.03.2025 20:00;04.03.2025 21:00;61.903,00;61.965,50;62,50;43.784,00
04.03.2025 21:00;04.03.2025 22:00;58.714,25;58.826,00;111,75;39.612,75
04.03.2025 22:00;04.03.2025 23:00;56.119,25;56.323,00;203,75;35.679,00
04.03.2025 23:00;05.03.2025 00:00;52.932,50;53.166,75;234,25;31.831,50
05.03.2025 00:00;05.03.2025 01:00;50.609,50;51.056,25;446,75;28.121,75
05.03.2025 01:00;05.03.2025 02:00;49.253,00;49.678,50;425,50;27.043,00
05.03.2025 02:00;05.03.2025 03:00;48.663,50;50.244,50;1.581,00;26.111,75
05.03.2025 03:00;05.03.2025 04:00;49.091,25;51.267,75;2.176,50;26.319,50
05.03.2025 04:00;05.03.2025 05:00;50.692,75;52.943,00;2.250,25;27.007,75
05.03.2025 05:00;05.03.2025 06:00;54.150,50;54.719,00;568,50;30.004,75
05.03.2025 06:00;05.03.2025 07:00;61.109,00;61.292,25;183,25;35.806,00
05.03.2025 07:00;05.03.2025 08:00;65.852,50;65.872,50;20,00;36.278,25
05.03.2025 08:00;05.03.2025 09:00;68.408,50;69.109,00;700,50;28.797,75
05.03.2025 09:00;05.03.2025 10:00;68.423,50;71.831,50;3.408,00;20.065,75
05.03.2025 10:00;05.03.2025 11:00;67.155,75;71.432,75;4.277,00;13.552,00
05.03.2025 11:00;05.03.2025 12:00;65.646,50;70.487,00;4.840,50;9.726,00
05.03.2025 12:00;05.03.2025 13:00;63.653,00;68.403,75;4.750,75;9.067,00
05.03.2025 13:00;05.03.2025 14:00;61.731,75;66.316,50;4.584,75;9.461,50
05.03.2025 14:00;05.03.2025 15:00;60.257,75;65.151,25;4.893,50;10.320,00
05.03.2025 15:00;05.03.2025 16:00;59.461,50;63.644,25;4.182,75;17.611,25
05.03.2025 16:00;05.03.2025 17:00;59.838,00;61.146,75;1.308,75;29.693,00
05.03.2025 17:00;05.03.2025 18:00;63.269,75;63.451,50;181,75;43.774,00
05.03.2025 18:00;05.03.2025 19:00;66.546,00;66.551,25;5,25;47.702,75
05.03.2025 19:00;05.03.2025 20:00;66.926,25;66.931,25;5,00;46.550,50
05.03.2025 20:00;05.03.2025 21:00;63.366,75;63.482,75;116,00;42.723,50
05.03.2025 21:00;05.03.2025 22:00;59.646,50;59.751,00;104,50;38.451,00
05.03.2025 22:00;05.03.2025 23:00;56.493,25;56.649,50;156,25;35.356,75
05.03.2025 23:00;06.03.2025 00:00;52.638,00;52.872,25;234,25;31.673,25
06.03.2025 00:00;06.03.2025 01:00;50.225,50;51.203,50;978,00;29.402,50
06.03.2025 01:00;06.03.2025 02:00;49.029,00;51.599,25;2.570,25;28.764,25
06.03.2025 02:00;06.03.2025 03:00;47.706,00;50.830,25;3.124,25;27.819,25
06.03.2025 03:00;06.03.2025 04:00;47.472,75;49.921,25;2.448,50;27.935,00
06.03.2025 04:00;06.03.2025 05:00;48.799,25;50.500,75;1.701,50;29.666,75
06.03.2025 05:00;06.03.2025 06:00;51.769,25;52.352,00;582,75;33.283,00
06.03.2025 06:00;06.03.2025 07:00;58.307,75;58.502,50;194,75;40.261,00
06.03.2025 07:00;06.03.2025 08:00;62.737,75;62.740,00;2,25;41.816,50
06.03.2025 08:00;06.03.2025 09:00;65.824,25;66.487,25;663,00;35.641,00
06.03.2025 09:00;06.03.2025 10:00;66.358,00;69.016,25;2.658,25;27.956,75
06.03.2025 10:00;06.03.2025 11:00;65.115,75;68.614,75;3.499,00;22.223,00
06.03.2025 11:00;06.03.2025 12:00;63.536,50;67.410,25;3.873,75;17.007,00
06.03.2025 12:00;06.03.2025 13:00;61.416,50;64.428,00;3.011,50;13.567,75
06.03.2025 13:00;06.03.2025 14:00;60.259,25;63.445,50;3.186,25;13.982,00
06.03.2025 14:00;06.03.2025 15:00;58.714,25;63.167,75;4.453,50;16.656,25
06.03.2025 15:00;06.03.2025 16:00;57.783,00;61.055,25;3.272,25;24.758,50
06.03.2025 16:00;06.03.2025 17:00;58.324,50;58.983,75;659,25;37.710,00
06.03.2025 17:00;06.03.2025 18:00;61.602,00;61.603,25;1,25;52.077,50
06.03.2025 18:00;06.03.2025 19:00;63.829,75;63.832,00;2,25;56.229,25
06.03.2025 19:00;06.03.2025 20:00;63.457,25;63.473,50;16,25;53.824,25
06.03.2025 20:00;06.03.2025 21:00;59.837,75;59.948,50;110,75;47.869,00
06.03.2025 21:00;06.03.2025 22:00;56.581,50;56.856,50;275,00;42.385,00
06.03.2025 22:00;06.03.2025 23:00;53.049,50;53.214,25;164,75;38.007,25
06.03.2025 23:00;07.03.2025 00:00;50.274,00;51.188,50;914,50;35.025,75
07.03.2025 00:00;07.03.2025 01:00;47.328,25;48.782,75;1.454,50;33.173,00
07.03.2025 01:00;07.03.2025 02:00;45.603,00;47.742,00;2.139,00;32.515,50
07.03.2025 02:00;07.03.2025 03:00;44.353,50;46.483,50;2.130,00;31.850,25
07.03.2025 03:00;07.03.2025 04:00;45.141,75;45.925,00;783,25;33.012,00
07.03.2025 04:00;07.03.2025 05:00;47.322,75;48.350,50;1.027,75;35.470,50
07.03.2025 05:00;07.03.2025 06:00;50.934,00;51.786,25;852,25;39.241,50
07.03.2025 06:00;07.03.2025 07:00;57.339,25;57.763,25;424,00;45.730,00
07.03.2025 07:00;07.03.2025 08:00;61.787,75;61.926,25;138,50;46.854,75
07.03.2025 08:00;07.03.2025 09:00;64.402,25;65.431,75;1.029,50;40.318,50
07.03.2025 09:00;07.03.2025 10:00;64.695,25;67.363,50;2.668,25;31.793,75
07.03.2025 10:00;07.03.2025 11:00;64.024,75;68.964,25;4.939,50;25.289,75
07.03.2025 11:00;07.03.2025 12:00;62.039,00;67.324,25;5.285,25;19.325,50
07.03.2025 12:00;07.03.2025 13:00;60.036,50;65.062,75;5.026,25;16.386,75
07.03.2025 13:00;07.03.2025 14:00;57.751,25;62.331,00;4.579,75;16.022,25
07.03.2025 14:00;07.03.2025 15:00;56.248,00;61.730,50;5.482,50;19.798,25
07.03.2025 15:00;07.03.2025 16:00;56.032,25;60.346,50;4.314,25;28.618,75
07.03.2025 16:00;07.03.2025 17:00;56.818,50;58.604,75;1.786,25;41.636,50
07.03.2025 17:00;07.03.2025 18:00;59.168,50;59.228,50;60,00;54.550,50
07.03.2025 18:00;07.03.2025 19:00;61.520,75;61.521,75;1,00;59.648,75
07.03.2025 19:00;07.03.2025 20:00;61.027,75;61.028,75;1,00;58.703,00
07.03.2025 20:00;07.03.2025 21:00;57.218,75;57.219,75;1,00;54.405,25
07.03.2025 21:00;07.03.2025 22:00;53.789,00;53.877,00;88,00;50.531,00
07.03.2025 22:00;07.03.2025 23:00;50.813,25;50.885,50;72,25;47.338,50
07.03.2025 23:00;08.03.2025 00:00;47.627,75;47.766,75;139,00;43.666,50
08.03.2025 00:00;08.03.2025 01:00;46.134,25;46.718,75;584,50;42.019,00
08.03.2025 01:00;08.03.2025 02:00;44.609,00;45.119,25;510,25;40.688,50
08.03.2025 02:00;08.03.2025 03:00;43.480,75;43.693,50;212,75;39.644,25
08.03.2025 03:00;08.03.2025 04:00;43.122,50;43.301,75;179,25;39.624,25
08.03.2025 04:00;08.03.2025 05:00;43.628,50;43.812,75;184,25;40.562,50
08.03.2025 05:00;08.03.2025 06:00;43.943,50;44.006,75;63,25;41.138,50
08.03.2025 06:00;08.03.2025 07:00;45.106,00;45.131,00;25,00;42.061,25
08.03.2025 07:00;08.03.2025 08:00;47.736,25;47.871,75;135,50;39.870,75
08.03.2025 08:00;08.03.2025 09:00;50.911,00;52.133,00;1.222,00;31.341,75
08.03.2025 09:00;08.03.2025 10:00;53.348,00;57.658,00;4.310,00;22.506,25
08.03.2025 10:00;08.03.2025 11:00;53.074,75;58.681,25;5.606,50;15.780,00
08.03.2025 11:00;08.03.2025 12:00;51.737,75;57.536,00;5.798,25;10.442,75
08.03.2025 12:00;08.03.2025 13:00;50.876,50;56.740,00;5.863,50;8.749,00
08.03.2025 13:00;08.03.2025 14:00;48.655,25;54.889,75;6.234,50;8.362,75
08.03.2025 14:00;08.03.2025 15:00;45.872,25;51.776,00;5.903,75;8.887,75
08.03.2025 15:00;08.03.2025 16:00;45.652,25;50.181,00;4.528,75;15.845,50
08.03.2025 16:00;08.03.2025 17:00;46.843,25;48.300,25;1.457,00;26.779,00
08.03.2025 17:00;08.03.2025 18:00;50.380,75;50.667,50;286,75;38.247,00
08.03.2025 18:00;08.03.2025 19:00;53.600,75;53.605,75;5,00;39.385,00
08.03.2025 19:00;08.03.2025 20:00;53.644,75;53.822,75;178,00;33.188,25
08.03.2025 20:00;08.03.2025 21:00;51.100,00;51.450,75;350,75;26.445,50
08.03.2025 21:00;08.03.2025 22:00;48.741,50;49.864,00;1.122,50;22.811,50
08.03.2025 22:00;08.03.2025 23:00;46.908,75;47.458,75;550,00;22.481,25
08.03.2025 23:00;09.03.2025 00:00;44.483,25;45.791,25;1.308,00;22.304,50
09.03.2025 00:00;09.03.2025 01:00;41.714,00;42.104,50;390,50;22.486,00
09.03.2025 01:00;09.03.2025 02:00;40.136,25;40.251,00;114,75;23.987,50
09.03.2025 02:00;09.03.2025 03:00;39.503,00;39.690,75;187,75;25.381,00
09.03.2025 03:00;09.03.2025 04:00;39.245,00;39.402,00;157,00;26.731,75
09.03.2025 04:00;09.03.2025 05:00;39.496,75;39.644,25;147,50;27.948,25
09.03.2025 05:00;09.03.2025 06:00;39.690,00;39.849,25;159,25;28.332,50
09.03.2025 06:00;09.03.2025 07:00;40.393,00;40.506,50;113,50;28.547,75
09.03.2025 07:00;09.03.2025 08:00;42.697,75;42.801,25;103,50;26.465,75
09.03.2025 08:00;09.03.2025 09:00;46.158,00;48.979,25;2.821,25;20.820,75
09.03.2025 09:00;09.03.2025 10:00;48.534,75;53.482,50;4.947,75;15.687,50
09.03.2025 10:00;09.03.2025 11:00;49.329,50;54.678,50;5.349,00;11.102,50
09.03.2025 11:00;09.03.2025 12:00;48.658,75;54.354,00;5.695,25;7.144,00
09.03.2025 12:00;09.03.2025 13:00;47.893,25;53.600,50;5.707,25;6.001,50
09.03.2025 13:00;09.03.2025 14:00;45.658,00;51.474,00;5.816,00;5.927,75
09.03.2025 14:00;09.03.2025 15:00;43.361,25;48.966,50;5.605,25;7.118,25
09.03.2025 15:00;09.03.2025 16:00;43.087,00;47.906,25;4.819,25;14.885,25
09.03.2025 16:00;09.03.2025 17:00;44.375,25;45.910,50;1.535,25;26.918,00
09.03.2025 17:00;09.03.2025 18:00;48.877,00;49.213,50;336,50;40.772,75
09.03.2025 18:00;09.03.2025 19:00;52.557,50;52.558,75;1,25;46.076,25
09.03.2025 19:00;09.03.2025 20:00;52.507,00;52.509,50;2,50;45.007,25
09.03.2025 20:00;09.03.2025 21:00;50.383,75;50.423,00;39,25;42.033,00
09.03.2025 21:00;09.03.2025 22:00;48.711,25;49.184,75;473,50;41.060,75
09.03.2025 22:00;09.03.2025 23:00;48.250,75;49.012,25;761,50;41.553,00
09.03.2025 23:00;10.03.2025 00:00;45.615,25;46.526,75;911,50;40.184,50
10.03.2025 00:00;10.03.2025 01:00;43.680,50;44.276,50;596,00;39.433,00
10.03.2025 01:00;10.03.2025 02:00;42.105,50;43.231,75;1.126,25;38.883,50
10.03.2025 02:00;10.03.2025 03:00;41.819,25;43.694,00;1.874,75;39.151,25
10.03.2025 03:00;10.03.2025 04:00;42.410,50;44.123,25;1.712,75;39.992,50
10.03.2025 04:00;10.03.2025 05:00;44.358,50;44.999,25;640,75;41.872,75
10.03.2025 05:00;10.03.2025 06:00;48.356,25;48.534,00;177,75;45.840,00
10.03.2025 06:00;10.03.2025 07:00;56.101,50;56.147,50;46,00;53.396,50
10.03.2025 07:00;10.03.2025 08:00;61.408,50;61.408,75;0,25;54.786,25
10.03.2025 08:00;10.03.2025 09:00;63.882,75;63.927,50;44,75;50.252,00
10.03.2025 09:00;10.03.2025 10:00;64.255,75;64.741,50;485,75;43.133,00
10.03.2025 10:00;10.03.2025 11:00;62.962,75;65.912,50;2.949,75;36.876,50
10.03.2025 11:00;10.03.2025 12:00;62.261,25;66.985,00;4.723,75;33.345,25
10.03.2025 12:00;10.03.2025 13:00;61.281,25;65.956,00;4.674,75;31.231,00
10.03.2025 13:00;10.03.2025 14:00;59.749,25;64.347,25;4.598,00;31.078,00
10.03.2025 14:00;10.03.2025 15:00;59.321,00;63.928,25;4.607,25;34.177,75
10.03.2025 15:00;10.03.2025 16:00;59.407,50;60.912,75;1.505,25;39.735,50
10.03.2025 16:00;10.03.2025 17:00;60.115,00;60.360,00;245,00;47.047,00
10.03.2025 17:00;10.03.2025 18:00;62.378,50;62.399,75;21,25;54.838,75
10.03.2025 18:00;10.03.2025 19:00;64.480,50;64.485,00;4,50;57.745,25
10.03.2025 19:00;10.03.2025 20:00;63.794,50;63.799,75;5,25;55.949,75
10.03.2025 20:00;10.03.2025 21:00;60.413,25;60.636,00;222,75;52.235,50
10.03.2025 21:00;10.03.2025 22:00;56.815,75;56.991,25;175,50;49.163,50
10.03.2025 22:00;10.03.2025 23:00;53.586,00;53.986,25;400,25;46.781,25
10.03.2025 23:00;11.03.2025 00:00;50.495,25;51.708,25;1.213,00;44.312,50
11.03.2025 00:00;11.03.2025 01:00;48.089,00;51.091,50;3.002,50;42.351,75
11.03.2025 01:00;11.03.2025 02:00;46.727,75;51.232,00;4.504,25;41.858,50
11.03.2025 02:00;11.03.2025 03:00;46.098,25;51.256,00;5.157,75;41.414,25
11.03.2025 03:00;11.03.2025 04:00;46.612,50;51.178,75;4.566,25;42.164,25
11.03.2025 04:00;11.03.2025 05:00;48.243,00;51.624,50;3.381,50;43.751,00
11.03.2025 05:00;11.03.2025 06:00;51.647,25;52.620,50;973,25;47.282,75
11.03.2025 06:00;11.03.2025 07:00;58.613,00;58.715,50;102,50;54.519,50
11.03.2025 07:00;11.03.2025 08:00;62.952,00;62.956,00;4,00;56.377,00
11.03.2025 08:00;11.03.2025 09:00;65.740,00;65.742,00;2,00;54.400,00
11.03.2025 09:00;11.03.2025 10:00;66.366,25;66.489,75;123,50;49.674,25
11.03.2025 10:00;11.03.2025 11:00;66.727,25;67.135,50;408,25;45.158,75
11.03.2025 11:00;11.03.2025 12:00;66.547,00;68.213,50;1.666,50;41.954,50
11.03.2025 12:00;11.03.2025 13:00;65.191,75;67.474,50;2.282,75;39.741,00
11.03.2025 13:00;11.03.2025 14:00;64.187,75;67.040,00;2.852,25;39.566,50
11.03.2025 14:00;11.03.2025 15:00;62.836,50;65.891,25;3.054,75;41.009,25
11.03.2025 15:00;11.03.2025 16:00;62.441,75;63.286,50;844,75;44.941,75
11.03.2025 16:00;11.03.2025 17:00;62.183,75;62.269,25;85,50;50.157,00
11.03.2025 17:00;11.03.2025 18:00;63.656,25;63.677,75;21,50;56.340,75
11.03.2025 18:00;11.03.2025 19:00;65.641,00;65.645,00;4,00;58.912,00
11.03.2025 19:00;11.03.2025 20:00;64.845,75;64.849,50;3,75;56.844,00
11.03.2025 20:00;11.03.2025 21:00;60.938,75;61.143,00;204,25;52.022,00
11.03.2025 21:00;11.03.2025 22:00;57.670,75;57.970,25;299,50;49.116,75
11.03.2025 22:00;11.03.2025 23:00;54.233,75;54.592,25;358,50;45.973,75
11.03.2025 23:00;12.03.2025 00:00;51.142,75;52.522,25;1.379,50;43.857,75
12.03.2025 00:00;12.03.2025 01:00;48.435,50;50.662,00;2.226,50;41.584,50
12.03.2025 01:00;12.03.2025 02:00;47.204,25;51.499,50;4.295,25;40.669,00
